ResponseID,ResponseSet,Name,ExternalDataReference,EmailAddress,IPAddress,Status,StartDate,EndDate,Finished,MTurkCode,CF_ID,Intro,AS_vig,AS,AS_T_1,AS_T_2,AS_T_3,AS_T_4,AA_vig,AA,AA_T_1,AA_T_2,AA_T_3,AA_T_4,FS_vig,FS,FS_T_1,FS_T_2,FS_T_3,FS_T_4,FA_vig,FA,FA_T_1,FA_T_2,FA_T_3,FA_T_4,CS_vig,CS,CS_T_1,CS_T_2,CS_T_3,CS_T_4,CA_vig,CA,CA_T_1,CA_T_2,CA_T_3,CA_T_4,Q6,S_char_1,S_char_2,S_char_3,Q67,S_attr,S_comp,S_trust,Q47,A_char_1,A_char_2,A_char_3,Q97,A_attr,A_comp,A_trust,Q61,interest,poltrust,year,sex,LocationLatitude,LocationLongitude,LocationAccuracy
R_dnWqB3YC0EUiYiF,Default Response Set,Anonymous,,,173.66.116.252,0,11/17/2015 0:05,11/17/2015 0:06,1,750947,A12MSYRHI3XWDT,1,,,,,,,,,,,,,,,,,,,1,7,3.188,26.674,27.522,3,,,,,,,,,,,,,,,,,,,,,,,,,1,6,6,8,1,11,8,17,1,38.86000061,-77.05329895,-1
R_6g0maTL9wIy8d1j,Default Response Set,Anonymous,,,64.121.102.112,0,11/17/2015 0:06,11/17/2015 0:07,1,101770,A1G187YBG0DVMQ,1,1,9,19.839,20.492,21.231,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,7,7,,,,,,,,,,,,,1,4,5,10,1,40.5677948,-75.48280334,-1
R_eLn0R1UwJERlWeN,Default Response Set,Anonymous,,,99.37.172.10,0,11/17/2015 0:05,11/17/2015 0:07,1,715870,A25XF7JNDKL995,1,1,7,37.423,37.423,41.502,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,8,7,,,,,,,,,1,8,7,41,2,42.5644989,-83.06469727,-1
R_834rf4s5hVkLHKJ,Default Response Set,Anonymous,,,50.204.167.20,0,11/17/2015 0:06,11/17/2015 0:07,1,117976,A002160837SWJFPIAI7L7,1,,,,,,,,,,,,,1,7,6.614,22.788,23.514,9,,,,,,,,,,,,,,,,,,,1,5,7,6,,,,,,,,,,,,,1,1,2,8,1,39.00120544,-76.93170166,-1
R_8rjG9yWovmHsB01,Default Response Set,Anonymous,,,76.99.128.243,0,11/17/2015 0:06,11/17/2015 0:07,1,817069,ATI50UUKRUN1G,1,,,,,,,1,9,15.441,16.17,16.812,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,9,9,9,,,,,1,8,6,11,1,39.93589783,-75.15339661,-1
R_0Ccvf2XGWzRa4df,Default Response Set,Anonymous,,,75.70.220.104,0,11/17/2015 0:06,11/17/2015 0:07,1,986970,A1R3W25JDAUQ09,1,,,,,,,,,,,,,,,,,,,,,,,,,1,7,0.208,0.208,0.785,1,,,,,,,,,,,,,,,,,,,,,,,1,5,8,12,1,38.95840454,-104.7573013,-1
R_2afieZ4YlrHZbU1,Default Response Set,Anonymous,,,99.43.85.48,0,11/17/2015 0:04,11/17/2015 0:07,1,371803,AVV4KDLSDAS9E,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8,61.95,61.95,71.918,1,1,8,8,8,,,,,,,,,1,8,8,8,1,7,6,38,1,34.11250305,-118.1907959,-1
R_bqq7AKXjFXsK32J,Default Response Set,Anonymous,,,68.117.106.77,0,11/17/2015 0:07,11/17/2015 0:08,1,630282,A1OJQV5QT7FFAW,1,,,,,,,,,,,,,,,,,,,1,5,16.806,16.806,18.507,1,,,,,,,,,,,,,,,,,,,,,1,3,5,4,,,,,1,8,5,8,1,44.84710693,-92.00090027,-1
R_0wHR4mGOEAKr37v,Default Response Set,Anonymous,,,75.164.212.106,0,11/17/2015 0:06,11/17/2015 0:08,1,443307,A1N54C8VTUX1CF,1,,,,,,,,,,,,,,,,,,,,,,,,,1,8,55.175,55.175,56.337,1,,,,,,,,,,,,,,,,,,,,,,,1,6,3,35,2,45.48179626,-122.6004944,-1
R_cThXjUkYThDCJMN,Default Response Set,Anonymous,,,104.32.97.37,0,11/17/2015 0:07,11/17/2015 0:08,1,229373,AOOUX0906K0HG,1,,,,,,,,,,,,,1,6,11.011,11.011,11.956,1,,,,,,,,,,,,,,,,,,,,,,,1,7,7,6,,,,,,,,,1,5,6,9,1,33.99580383,-117.8189011,-1
R_5APG0z8srgYQeKF,Default Response Set,Anonymous,,,104.162.71.49,0,11/17/2015 0:06,11/17/2015 0:08,1,224500,A3TDA1NWHNQFE3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,9,14.78,14.78,15.651,1,,,,,1,7,9,9,,,,,1,6,9,9,1,8,8,13,2,40.62339783,-74.02880096,-1
R_3aYg1rfBBezvvb7,Default Response Set,Anonymous,,,172.56.16.206,0,11/17/2015 0:07,11/17/2015 0:09,1,549975,A3MXN45E96B10Z,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8,14.445,14.445,15.264,1,1,7,11,9,,,,,1,7,10,9,,,,,1,5,5,15,1,34.05220032,-118.2436981,-1
R_e9i3lma56QQBXIV,Default Response Set,Anonymous,,,108.255.25.112,0,11/17/2015 0:08,11/17/2015 0:09,1,101237,A1GVHFB9F270GX,1,,,,,,,1,8,31.517,31.517,34.061,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,7,7,1,7,6,26,1,41.51289368,-87.96050262,-1
R_9XCT8B3KF7xWsGF,Default Response Set,Anonymous,,,142.196.7.82,0,11/17/2015 0:08,11/17/2015 0:09,1,407226,A1OR3EL76SYRI9,1,1,10,13.839,13.839,16.62,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,9,9,10,,,,,,,,,1,10,7,9,2,29.20210266,-80.99980164,-1
R_1SuT9ya7h34RvsF,Default Response Set,Anonymous,,,98.221.89.97,0,11/17/2015 0:09,11/17/2015 0:10,1,719860,A2ONVOI6RB6FYN,1,,,,,,,,,,,,,,,,,,,,,,,,,1,8,17.819,17.819,21.183,1,,,,,,,,,,,,,,,,,,,,,,,1,9,3,13,2,40.49809265,-74.52449799,-1
R_6RV4JHs5f2Kn60B,Default Response Set,Anonymous,,,50.37.167.85,0,11/17/2015 0:08,11/17/2015 0:10,1,516259,AU6ZURVHX4KPT,1,,,,,,,1,5,39.578,39.578,40.464,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,6,6,1,11,1,34,2,46.7171936,-116.9179001,-1
R_0rBv7AXfOas4gfz,Default Response Set,Anonymous,,,172.56.14.14,0,11/17/2015 0:09,11/17/2015 0:10,1,402342,AFM65NU0UXIGP,1,,,,,,,,,,,,,,,,,,,1,10,22.103,22.103,22.693,1,,,,,,,,,,,,,,,,,,,,,1,8,10,10,,,,,1,9,7,13,1,29.75230408,-95.36699677,-1
R_9ZHuJsj9w9BoWr3,Default Response Set,Anonymous,,,99.64.254.190,0,11/17/2015 0:09,11/17/2015 0:10,1,278940,AP37QQ9AABSY9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,9,42.983,42.983,43.477,1,,,,,1,6,9,9,1,6,9,9,,,,,1,5,8,14,2,41.74519348,-87.77030182,-1
R_1T87iMo9Kqg8yCF,Default Response Set,Anonymous,,,71.121.140.109,0,11/17/2015 0:09,11/17/2015 0:11,1,832983,A2CWHL77TQXEDG,1,1,9,57.137,57.137,58.141,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8,9,9,,,,,,,,,,,,,1,8,3,35,2,39.33740234,-76.53679657,-1
R_01ay0kJBcyy0Kq1,Default Response Set,Anonymous,,,172.72.58.78,0,11/17/2015 0:10,11/17/2015 0:11,1,351263, A36HD6ZW4ONZD6,1,,,,,,,,,,,,,,,,,,,1,5,28.841,28.841,29.818,1,,,,,,,,,,,,,,,,,,,,,,,,,1,5,7,6,1,6,4,26,1,35.22770691,-80.84390259,-1
R_b7M6BdCAVA7SYZL,Default Response Set,Anonymous,,,108.236.198.99,0,11/17/2015 0:10,11/17/2015 0:11,1,553391,AFRJKS3Z3H4CA,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,21.046,21.046,22.979,1,,,,,1,6,6,6,,,,,1,6,6,6,1,10,5,20,1,34.00169373,-84.47100067,-1
R_eyDemNeN3CDA3at,Default Response Set,Anonymous,,,76.30.36.131,0,11/17/2015 0:09,11/17/2015 0:11,1,996759,A2G9IEVL1RA14V,1,,,,,,,1,8,72.41,72.41,74.353,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,7,6,,,,,1,3,9,19,1,29.65440369,-95.52269745,-1
R_9BJ1YOXRQp3WmdD,Default Response Set,Anonymous,,,108.211.160.246,0,11/17/2015 0:10,11/17/2015 0:12,1,217962,A149MN8UN8O976,1,,,,,,,,,,,,,,,,,,,,,,,,,1,8,29.546,29.546,31.051,1,,,,,,,,,,,,,,,,,,,,,,,1,7,5,19,1,29.5196991,-98.60839844,-1
R_9oX2BkSPuyuQc0R,Default Response Set,Anonymous,,,104.2.9.124,0,11/17/2015 0:10,11/17/2015 0:12,1,554054,A5ML7DU2X9B4O,1,1,7,34.949,34.949,35.897,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8,6,6,,,,,,,,,,,,,1,7,1,24,2,40.13189697,-88.29519653,-1
R_bQw0hXMN2fbkaFv,Default Response Set,Anonymous,,,99.109.98.84,0,11/17/2015 0:11,11/17/2015 0:12,1,546767,A3W4MUUT2MPS8O,1,,,,,,,,,,,,,1,10,7.463,7.463,8.478,1,,,,,,,,,,,,,,,,,,,1,9,10,10,,,,,,,,,,,,,1,8,4,40,1,32.81010437,-97.10610199,-1
R_6ybtTsUGQqJW1Uh,Default Response Set,Anonymous,,,71.87.181.226,0,11/17/2015 0:11,11/17/2015 0:12,1,749356,A1ZPYSX30BDIVW,1,,,,,,,,,,,,,,,,,,,,,,,,,1,9,23.235,23.235,24.288,1,,,,,,,,,,,,,,,,,,,,,,,1,6,6,14,2,35.85040283,-83.41249847,-1
R_8xd3OfIipzgpAEd,Default Response Set,Anonymous,,,184.56.82.205,0,11/17/2015 0:11,11/17/2015 0:12,1,413252,A9LKTG8824VHF,1,,,,,,,,,,,,,1,6,21.812,21.812,23.637,1,,,,,,,,,,,,,,,,,,,,,,,1,7,6,6,,,,,,,,,1,11,1,8,1,40.7572937,-82.57900238,-1
R_3pBsJS6XiiwXp4x,Default Response Set,Anonymous,,,216.125.160.51,0,11/17/2015 0:11,11/17/2015 0:13,1,194600,AEWGY34WUIA32,1,,,,,,,,,,,,,,,,,,,1,9,36.491,37.602,38.565,2,,,,,,,,,,,,,,,,,,,,,1,6,10,10,,,,,1,1,6,15,1,42.01820374,-88.21730042,-1
R_elnTY3lyCozCiYl,Default Response Set,Anonymous,,,107.2.64.151,0,11/17/2015 0:12,11/17/2015 0:13,1,883515,A1200MOP04AXOC,1,1,7,19.733,19.733,21.98,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,7,7,,,,,,,,,,,,,1,3,3,24,1,44.9197998,-93.48320007,-1
R_bOscGMyyU5FKizz,Default Response Set,Anonymous,,,67.163.202.215,0,11/17/2015 0:13,11/17/2015 0:13,1,149174,AVWUCILTTODO2,1,,,,,,,1,7,2.754,2.754,5.012,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8,6,7,1,8,7,12,1,40.43099976,-79.92269897,-1
R_cNlMGXwjwmTRmLz,Default Response Set,Anonymous,,,45.21.165.187,0,11/17/2015 0:12,11/17/2015 0:14,1,681300,AFHYKBNXB3FQ2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,9,8.361,9.289,10.027,2,,,,,1,9,7,10,1,10,9,9,,,,,1,9,9,12,1,39.89280701,-82.95880127,-1
R_ctDbzU41apu70bP,Default Response Set,Anonymous,,,63.137.145.225,0,11/17/2015 0:10,11/17/2015 0:14,1,188556,A38ZV8LBZ034IZ,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,39.423,39.423,40.873,1,1,5,6,6,,,,,,,,,1,4,6,6,1,7,8,39,1,38.6499939,-90.53340149,-1
R_4MUEF52ow4l1llP,Default Response Set,Anonymous,,,98.27.135.229,0,11/17/2015 0:08,11/17/2015 0:14,1,513434,A5LZENCNU4T1V,1,,,,,,,,,,,,,1,7,38.472,38.472,39.59,1,,,,,,,,,,,,,,,,,,,1,6,8,7,,,,,,,,,,,,,1,9,2,28,2,41.06509399,-81.52230072,-1
R_86vzPliackK0n2J,Default Response Set,Anonymous,,,71.99.216.127,0,11/17/2015 0:14,11/17/2015 0:15,1,265594,A361EVMLK9O0G1,1,,,,,,,,,,,,,,,,,,,,,,,,,1,8,6.331,6.331,11.362,1,,,,,,,,,,,,,,,,,,,,,,,1,8,8,18,1,28.13600159,-82.44760132,-1
R_d05yMmphBLlehXn,Default Response Set,Anonymous,,,97.83.213.118,0,11/17/2015 0:13,11/17/2015 0:15,1,496415,ABNNSRB6Y5EFR,1,,,,,,,1,8,33.389,33.389,34.766,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,8,8,1,8,3,19,2,43.38400269,-88.16369629,-1
R_88oZlpi458hEKvr,Default Response Set,Anonymous,,,24.247.147.168,0,11/17/2015 0:13,11/17/2015 0:15,1,560826,A1XWT5Q5HGYR12,1,,,,,,,,,,,,,1,8,25.265,25.265,26.057,1,,,,,,,,,,,,,,,,,,,,,,,1,6,8,8,,,,,,,,,1,6,6,9,1,42.30439758,-85.6292038,-1
R_cvClG2ynYPIQy6F,Default Response Set,Anonymous,,,71.87.141.15,0,11/17/2015 0:14,11/17/2015 0:15,1,986440,A1ZFLC209CRCWR,1,,,,,,,,,,,,,,,,,,,1,6,18.131,18.733,19.535,2,,,,,,,,,,,,,,,,,,,,,1,5,6,5,,,,,1,5,2,8,1,46.62879944,-87.479599,-1
R_8wBsxuhcOz2Aw7j,Default Response Set,Anonymous,,,76.88.82.100,0,11/17/2015 0:14,11/17/2015 0:15,1,251598,A1VIP6S8H2XXH7,1,,,,,,,,,,,,,,,,,,,1,4,13.744,13.744,14.59,1,,,,,,,,,,,,,,,,,,,,,1,2,5,7,,,,,1,11,3,13,1,32.85940552,-117.2072983,-1
R_aV4thhv6BucLMfX,Default Response Set,Anonymous,,,100.1.252.140,0,11/17/2015 0:14,11/17/2015 0:15,1,655692,A3F2GS1KMWW6CP,1,,,,,,,1,7,1.789,18.323,21.016,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,8,7,1,4,5,7,1,40.65339661,-74.34629822,-1
R_6Yfwed5OC4wievX,Default Response Set,Anonymous,,,198.162.197.19,0,11/17/2015 0:14,11/17/2015 0:15,1,605841,A123I9G939GSV,1,1,9,21.498,21.498,22.52,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,9,9,8,,,,,,,,,,,,,1,7,4,19,2,40.41650391,-84.97650146,-1
R_7afzxVGrhGNDROt,Default Response Set,Anonymous,,,74.104.135.243,0,11/17/2015 0:14,11/17/2015 0:15,1,884926,A2AOD3GOS9NKFC,1,1,7,11.51,12.649,13.932,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,6,6,,,,,,,,,1,9,2,11,1,42.05430603,-71.37149811,-1
R_a5ha9udrczTyf2J,Default Response Set,Anonymous,,,73.137.246.108,0,11/17/2015 0:14,11/17/2015 0:15,1,762065,A3GPZB5V69CUTW,1,,,,,,,,,,,,,1,8,28.579,34.442,35.412,2,,,,,,,,,,,,,,,,,,,,,,,1,8,7,8,,,,,,,,,1,6,3,16,2,33.60929871,-84.06140137,-1
R_3xWDzMUEIiJKSTr,Default Response Set,Anonymous,,,170.253.252.41,0,11/17/2015 0:15,11/17/2015 0:15,1,543378,A1B9AYZBWJ0Z7Y,1,,,,,,,,,,,,,,,,,,,1,6,3.431,3.431,4.592,1,,,,,,,,,,,,,,,,,,,,,,,,,1,6,6,6,1,6,6,12,2,33.42590332,-88.83029938,-1
R_6tdnRQ1n7D9tv7L,Default Response Set,Anonymous,,,68.37.205.86,0,11/17/2015 0:14,11/17/2015 0:15,1,911846,A1PDP88290N8N5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,16.858,16.858,19.325,1,1,5,6,6,,,,,1,6,6,6,,,,,1,8,4,31,2,42.26679993,-83.85620117,-1
R_9ZjfUBJjZ1kzs8Z,Default Response Set,Anonymous,,,174.140.64.232,0,11/17/2015 0:15,11/17/2015 0:15,1,347645,A2H8GNSEVUJXYL,1,,,,,,,,,,,,,,,,,,,,,,,,,1,7,17.943,17.943,18.661,1,,,,,,,,,,,,,,,,,,,,,,,1,2,2,41,1,39.89370728,-79.74919891,-1
R_3lMI2BMIRUEN2h7,Default Response Set,Anonymous,,,73.169.208.53,0,11/17/2015 0:14,11/17/2015 0:16,1,850099,A2AZMTZISHIX2C,1,,,,,,,,,,,,,,,,,,,,,,,,,1,6,25.827,27.066,29.331,2,,,,,,,,,,,,,,,,,,,,,,,1,4,6,11,1,47.5868988,-122.0296021,-1
R_3qnFSsPa29pZNQ1,Default Response Set,Anonymous,,,71.101.245.154,0,11/17/2015 0:15,11/17/2015 0:16,1,356463,A3LFHZ5J705K4J,1,,,,,,,1,11,13.896,13.896,14.939,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,10,9,,,,,1,8,7,8,1,27.94749451,-81.92040253,-1
R_6DRmFZVT5yNMHzL,Default Response Set,Anonymous,,,73.165.38.32,0,11/17/2015 0:15,11/17/2015 0:16,1,590637,A1K4525NO0FEV3,1,,,,,,,,,,,,,1,8,28.99,28.99,29.976,1,,,,,,,,,,,,,,,,,,,,,,,1,6,7,8,,,,,,,,,1,9,7,15,1,39.94070435,-75.22810364,-1
R_1HAhw8IuXtvzUmV,Default Response Set,Anonymous,,,67.52.102.66,0,11/17/2015 0:15,11/17/2015 0:16,1,532448,A3DF61501MO9PJ,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8,21.5,22.16,23.272,2,1,7,9,9,,,,,,,,,1,7,9,9,1,9,9,18,1,34.04859924,-118.4423981,-1
R_4N3mvxdPfXoAqMt,Default Response Set,Anonymous,,,24.214.212.52,0,11/17/2015 0:15,11/17/2015 0:17,1,367941,A35TXKPTLBU3XJ,1,1,7,25.854,38.508,43.201,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,7,7,,,,,,,,,1,2,3,13,2,32.855896,-79.99169922,-1
R_0PKw1o4luAcHxgp,Default Response Set,Anonymous,,,173.64.52.212,0,11/17/2015 0:15,11/17/2015 0:17,1,307232,A31AYURG5Z3M83,1,1,6,17.28,17.333,18.321,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,6,6,,,,,,,,,1,10,3,11,1,42.90820313,-78.81890106,-1
R_0xH2OGH1tvccUCh,Default Response Set,Anonymous,,,99.169.245.120,0,11/17/2015 0:16,11/17/2015 0:17,1,322100,A1A2X0T1XE8K89,1,,,,,,,,,,,,,,,,,,,1,8,29.752,29.752,32.067,1,,,,,,,,,,,,,,,,,,,,,,,,,1,6,8,8,1,4,1,11,1,39.67939758,-86.08809662,-1
R_5nz9O5NX1HjL8tD,Default Response Set,Anonymous,,,184.97.93.86,0,11/17/2015 0:15,11/17/2015 0:17,1,637035,A31D0D8907O6W,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,9,27.75,27.75,30.33,1,1,7,9,10,,,,,1,7,9,9,,,,,1,7,4,30,2,47.63479614,-117.2585983,-1
R_4Z41FOnGXrcGWYB,Default Response Set,Anonymous,,,173.224.24.126,0,11/17/2015 0:16,11/17/2015 0:17,1,569338,A1JKG2JLEUK3LJ,1,,,,,,,,,,,,,,,,,,,,,,,,,1,9,28.173,28.173,29.314,1,,,,,,,,,,,,,,,,,,,,,,,1,8,4,10,1,41.95309448,-97.20410156,-1
R_6P7qorU4oenN7h3,Default Response Set,Anonymous,,,70.169.136.55,0,11/17/2015 0:17,11/17/2015 0:18,1,617839,A1RAQZ30VDW9OS,1,,,,,,,,,,,,,1,7,8.241,8.656,16.321,2,,,,,,,,,,,,,,,,,,,1,6,6,6,,,,,,,,,,,,,1,9,9,17,2,36.99040222,-76.42169952,-1
R_6xO9YrDaREaxpWt,Default Response Set,Anonymous,,,68.235.80.133,0,11/17/2015 0:16,11/17/2015 0:18,1,818690,AZN83WTGUR1JZ,1,,,,,,,,,,,,,1,7,38.184,38.184,44.102,1,,,,,,,,,,,,,,,,,,,,,,,1,6,8,8,,,,,,,,,1,5,4,41,2,47.43190002,-95.09049988,-1
R_20qtSwRXTtk24Lz,Default Response Set,Anonymous,,,72.200.172.66,0,11/17/2015 0:16,11/17/2015 0:19,1,655968,A3GT6YYY1FM0XC,1,,,,,,,1,8,85.154,85.154,86.118,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,8,8,,,,,1,3,9,18,1,41.36169434,-71.80239868,-1
R_1TBFMEty2HaNyzH,Default Response Set,Anonymous,,,73.170.223.123,0,11/17/2015 0:18,11/17/2015 0:19,1,690614,A231ZXYHPSNUJQ,1,,,,,,,1,8,14.421,14.421,16.221,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,9,9,1,8,10,19,2,37.91799927,-122.3031998,-1
R_82Gtz6sJhlK4f5j,Default Response Set,Anonymous,,,173.11.177.89,0,11/17/2015 0:18,11/17/2015 0:19,1,985918,A2NK20U5EHDQ1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,1.786,15.49,17.356,3,1,6,6,6,,,,,1,6,6,6,,,,,1,3,3,15,2,29.74310303,-95.44460297,-1
R_6A0ytbfuSHDAxTv,Default Response Set,Anonymous,,,73.187.230.222,0,11/17/2015 0:17,11/17/2015 0:20,1,359253,A18SXC3JEN1O0U,1,,,,,,,,,,,,,,,,,,,1,10,61.84,61.84,63.746,1,,,,,,,,,,,,,,,,,,,,,,,,,1,6,10,10,1,10,9,42,1,40.78489685,-77.84700012,-1
R_eJzM4QEpRRHjwb3,Default Response Set,Anonymous,,,74.83.40.44,0,11/17/2015 0:19,11/17/2015 0:20,1,458027,A1QYDLMTDZOVOB,1,,,,,,,,,,,,,,,,,,,,,,,,,1,8,23.906,24.748,26.117,2,,,,,,,,,,,,,,,,,,,,,,,1,6,6,10,1,39.2447052,-84.34729767,-1
R_9LZa1vmchuxNzQV,Default Response Set,Anonymous,,,70.119.118.229,0,11/17/2015 0:19,11/17/2015 0:20,1,767714,A22MI8GGC8C8BQ,1,1,8,36.291,41.643,42.68,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,8,8,,,,,,,,,,,,,1,10,6,25,1,33.08560181,-96.6115036,-1
R_a9qzyaSUN29SHMV,Default Response Set,Anonymous,,,138.9.24.90,0,11/17/2015 0:19,11/17/2015 0:20,1,644751,A20Z93OKJOUZES,1,,,,,,,1,8,26.81,26.81,27.378,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8,8,8,1,8,6,9,2,37.98109436,-121.3079987,-1
R_8iYT0ajKNdQqY1D,Default Response Set,Anonymous,,,174.134.100.37,0,11/17/2015 0:20,11/17/2015 0:20,1,498107,A1PTX4IB9R34LI,1,,,,,,,,,,,,,1,4,3.869,3.869,5.006,1,,,,,,,,,,,,,,,,,,,1,4,4,4,,,,,,,,,,,,,1,5,5,20,1,35.20440674,-118.8647995,-1
R_5drLfkItbmpTpYx,Default Response Set,Anonymous,,,24.101.224.212,0,11/17/2015 0:20,11/17/2015 0:21,1,454579,A2HCX55SX2NP1V,1,,,,,,,,,,,,,,,,,,,,,,,,,1,6,2.206,28.598,29.952,4,,,,,,,,,,,,,,,,,,,,,,,1,10,1,40,1,40.10820007,-79.61170197,-1
R_bjZYXWnPaFcrfKZ,Default Response Set,Anonymous,,,104.235.89.58,0,11/17/2015 0:19,11/17/2015 0:21,1,595233,A23GBRMV2Y5TF2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,6.557,7.539,8.892,2,,,,,1,4,6,6,1,2,7,4,,,,,1,3,4,15,1,41.89630127,-88.74420166,-1
R_42fWnxtARIqBmV7,Default Response Set,Anonymous,,,71.110.70.226,0,11/17/2015 0:19,11/17/2015 0:21,1,128649,A3MWSVO26MJI82,1,,,,,,,,,,,,,,,,,,,1,8,34.891,45.194,54.113,2,,,,,,,,,,,,,,,,,,,,,1,7,9,8,,,,,1,4,2,47,2,33.87750244,-117.2234955,-1
R_6osNCLOE14ovBLD,Default Response Set,Anonymous,,,70.199.138.144,0,11/17/2015 0:20,11/17/2015 0:22,1,814021,A9JU83ODLZ74O,1,1,7,23.942,25.704,27.292,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,6,7,,,,,,,,,,,,,1,8,3,20,2,47.4828949,-122.2171021,-1
R_2bEGQMM0ASU62s5,Default Response Set,Anonymous,,,76.180.53.23,0,11/17/2015 0:22,11/17/2015 0:22,1,183183,A1VGZ2K3HF66TE,1,,,,,,,1,11,15.36,15.36,15.952,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,9,11,11,1,8,5,16,2,42.88540649,-78.75029755,-1
R_9owOClycFs0LX93,Default Response Set,Anonymous,,,184.20.194.62,0,11/17/2015 0:21,11/17/2015 0:23,1,605394,A1WL3NZ50YEOWP,1,,,,,,,,,,,,,1,6,13.166,32.9,34.169,4,,,,,,,,,,,,,,,,,,,,,,,1,1,6,6,,,,,,,,,1,9,6,16,2,39.7684021,-86.15799713,-1
R_ag70pCczZJmShdH,Default Response Set,Anonymous,,,104.6.214.54,0,11/17/2015 0:21,11/17/2015 0:23,1,115868, AE3XJ3B4K4B15,1,,,,,,,,,,,,,,,,,,,,,,,,,1,7,40.313,40.313,43.576,1,,,,,,,,,,,,,,,,,,,,,,,1,8,7,48,2,42.29240417,-85.69080353,-1
R_eKX6OGFkOnkrYmp,Default Response Set,Anonymous,,,23.240.42.11,0,11/17/2015 0:21,11/17/2015 0:23,1,228328,AV25WZHTJADB8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8,40.342,41.423,42.825,2,,,,,1,5,7,7,,,,,1,5,7,7,1,7,4,18,1,33.97770691,-118.4351044,-1
R_2rR4tsQk25FfVLD,Default Response Set,Anonymous,,,108.61.228.86,0,11/17/2015 0:22,11/17/2015 0:23,1,122340,A2VUTOND6FEZEA,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,3.115,27.693,28.975,4,1,7,7,7,,,,,,,,,1,7,7,5,1,8,1,8,2,42.01519775,-87.99009705,-1
R_8GNLZIw1usCHVch,Default Response Set,Anonymous,,,99.53.89.88,0,11/17/2015 0:23,11/17/2015 0:24,1,382883,A36NR33QUNRSST,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,7.387,7.387,7.664,1,,,,,1,8,7,9,,,,,1,7,8,9,1,8,9,7,1,34.14759827,-117.4580994,-1
R_ebXCaJxuv0bctRb,Default Response Set,Anonymous,,,73.149.232.30,0,11/17/2015 0:18,11/17/2015 0:24,1,346209,A34NDXO56MBC3D,1,1,7,3.965,4.445,4.824,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8,7,8,,,,,,,,,1,8,7,16,1,42.24290466,-71.00980377,-1
