V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,intro,time_front_1,time_front_2,time_front_3,time_front_4,RL_index_1,RL_index_2,RL_index_3,RL_index_4,RL_index_5,RL_index_6,RL_index_7,RL,partyid,partywhich,partylean,govsymp,A_intro,F+Act.Stim,F+Act.Time_1,F+Act.Time_2,F+Act.Time_3,F+Act.Time_4,F-Act.Stim,F-Act.Time_1,F-Act.Time_2,F-Act.Time_3,F-Act.Time_4,F+For.Stim,F+For.Time_1,F+For.Time_2,F+For.Time_3,F+For.Time_4,F-For.Stim,F-For.Time_1,F-For.Time_2,F-For.Time_3,F-For.Time_4,F+Cha.Stim,F+Cha.Time_1,F+Cha.Time_2,F+Cha.Time_3,F+Cha.Time_4,F-Cha.Stim,F-Cha.Time_1,F-Cha.Time_2,F-Cha.Time_3,F-Cha.Time_4,Q230,Act.Find,Act.Solve,Q233,Act.Char_1,Act.Char_2,Act.Char_3,Act.Char_4,Act.Char_5,Act.Char_6,Act.Char_7,Act.Char_8,Q247,For.Find,For.Solve,Q250,For.Char_1,For.Char_2,For.Char_3,For.Char_4,For.Char_5,For.Char_6,For.Char_7,For.Char_8,Q252,Cha.Find,Cha.Solve,Q255,Cha.Char_1,Cha.Char_2,Cha.Char_3,Cha.Char_4,Cha.Char_5,Cha.Char_6,Cha.Char_7,Cha.Char_8,J_Back_1,J_Back_2_1,J_Back_2_2,J_Back_2_3,J_Back_2_4,J_Back_2_5,J_Back_2_7,J_Back_2_8,J_Back_3,J_Back_4,J_Back_5,J_Intro,J_Ind1_AU,Ind1_Tid_A_1,Ind1_Tid_A_2,Ind1_Tid_A_3,Ind1_Tid_A_4,J_Ind1_KU,Ind1_Tid_K_1,Ind1_Tid_K_2,Ind1_Tid_K_3,Ind1_Tid_K_4,J_Ind2_AU,Ind2_Tid_A_1,Ind2_Tid_A_2,Ind2_Tid_A_3,Ind2_Tid_A_4,J_Ind2_KU,Ind2_Tid_K_1,Ind2_Tid_K_2,Ind2_Tid_K_3,Ind2_Tid_K_4,J_Ind3_AU,Ind3_Tid_A_1,Ind3_Tid_A_2,Ind3_Tid_A_3,Ind3_Tid_A_4,J_Ind3_KU,Ind3_Tid_K_1,Ind3_Tid_K_2,Ind3_Tid_K_3,Ind3_Tid_K_4,J_Post_1,J_Post_2,J_Post_3,Q58,Gender,Age,Edu_Own,Edu_Own_TEXT,GapYears,Study,Study_TEXT,Quota,Quota_TEXT,Grades,Housing,Housing_TEXT,Income_Own,PopSize,Income_M,Income_F,Job_M,Job_M_TEXT,Job_F,Job_F_TEXT,Edu_M,Edu_M_TEXT,Edu_F,Edu_F_TEXT,LastVote,VoteNow,LocationLatitude,LocationLongitude,LocationAccuracy
R_3rYEOMkA3Nitxp2,Default Response Set,Anonymous,,,192.38.33.20,0,9/28/2015 11:14,9/28/2015 11:25,1,1,13.19,88.138,90.284,13,2,2,1,3,2,1,1,7,2,,2,3,1,,,,,,1,0,0,48.991,0,,,,,,,,,,,,,,,,,,,,,1,6,6,1,5,7,8,6,6,6,7,5,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,10,3,4,1,,,,,,6,12.774,12.774,23.592,1,11,5.541,5.541,8.391,1,,,,,,3,8.666,8.666,9.998,1,,,,,,7,3,7,1,1,20,4,,1,3,,1,,"10,0",6,,66,12,?,?,11,Sygeplejerske,3,,5,,4,,2,2,56.15339661,10.22549438,-1
R_dc004d5ck6gLJZf,Default Response Set,Anonymous,,,192.38.33.19,0,9/28/2015 11:15,9/28/2015 11:25,1,1,6.132,40.514,44.826,7,2,3,2,2,2,2,2,8,2,,8,4,1,,,,,,,,,,,1,0,0,45.537,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,4,1,8,6,6,6,7,6,8,8,,,,,,,,,,,,,1,,1,,,,,,11,2,11,1,,,,,,6,6.551,9.372,10.63,3,,,,,,8,16.065,16.065,45.394,1,,,,,,4,9.95,9.95,11.425,1,4,2,9,1,1,20,4,,1,3,,2,,"7,4",6,,68000,800,Ved ikke,Ved ikke,2,,3,,5,,6,,10,10,56.15339661,10.22549438,-1
R_3L6ZI72iNwwRLMd,Default Response Set,Anonymous,,,192.38.33.12,0,9/28/2015 11:14,9/28/2015 11:25,1,1,2.624,86.48,88.093,12,2,4,1,2,1,3,2,4,3,,4,4,1,,,,,,,,,,,,,,,,1,0,0,53.18,0,,,,,,,,,,,,,,,,,,,,,,,1,5,2,1,8,8,9,8,6,6,7,6,,,,,,,,,,,,,1,,,,,,1,,11,5,7,1,3,15.601,15.601,17.665,1,,,,,,8,3.034,16.818,20.305,14,,,,,,,,,,,7,8.538,8.538,10.24,1,8,4,8,1,2,21,4,,2,3,,1,,"10,3",3,,96000,5000,ved ikke,ved ikke,2,,2,,5,,5,,4,4,56.15339661,10.22549438,-1
R_0CAzjC2Pjc5ghmF,Default Response Set,Anonymous,,,192.38.33.20,0,9/28/2015 11:15,9/28/2015 11:25,1,1,12.626,68.927,70.143,10,3,3,1,5,1,2,3,5,3,,2,3,1,,,,,,,,,,,,,,,,,,,,,1,0,0,44.058,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,5,1,8,6,7,5,6,4,7,8,2,1,,,,,,,9,3,5,1,,,,,,6,12.109,12.109,13.004,1,9,15.246,15.246,19.931,1,,,,,,4,7.679,7.679,9.389,1,,,,,,7,4,5,1,2,22,4,,2,3,,1,,"9,2",6,,80000,30000,250000,600000,3,,4,,5,,6,,2,2,56.15339661,10.22549438,-1
R_2uQloZxIZCXvHo2,Default Response Set,Anonymous,,,192.38.33.11,0,9/28/2015 11:14,9/28/2015 11:25,1,1,15.741,73.736,79.917,7,1,3,3,1,1,1,3,6,1,2,,3,1,,,,,,,,,,,1,0,0,28.982,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,9,7,1,11,10,9,9,9,9,7,10,,,,,,,,,,,,,1,,,,,1,1,,11,6,1,1,,,,,,10,3.987,3.987,7.944,1,9,26.101,26.922,28.641,2,,,,,,5,5.757,6.452,10.929,2,,,,,,4,3,3,1,1,21,4,,2,3,,1,,"10,6",3,,130000,8000,500000,700000,4,,4,,6,,6,,2,2,56.15339661,10.22549438,-1
R_3Gq4jSvwAzluOXF,Default Response Set,Anonymous,,,192.38.33.16,0,9/28/2015 11:14,9/28/2015 11:25,1,1,28.095,74.148,77.85,8,3,4,1,5,1,3,1,4,1,10,,8,1,,,,,,1,0,0,65.602,0,,,,,,,,,,,,,,,,,,,,,1,1,1,1,9,9,4,6,4,5,4,9,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,1,,,11,3,10,1,,,,,,1,9.58,10.434,12.725,2,11,12.483,12.483,20.859,1,,,,,,7,17.916,17.916,19.828,1,,,,,,8,3,8,1,1,21,4,,1,3,,1,,8.4,7,,60,omkring 250.000,370,600,2,,4,,5,,5,,10,10,56.15339661,10.22549438,-1
R_1GNRuWUPfBzoMOS,Default Response Set,Anonymous,,,192.38.33.20,0,9/28/2015 11:14,9/28/2015 11:25,1,1,40.405,100.863,102.208,7,3,2,1,4,1,3,2,7,1,2,,3,1,,,,,,,,,,,,,,,,1,0,0,47.359,0,,,,,,,,,,,,,,,,,,,,,,,1,5,4,1,8,6,5,6,5,5,4,4,,,,,,,,,,,,,1,1,,,,1,,,11,4,3,1,7,20.967,20.967,24.423,1,,,,,,,0,0,6.996,0,,,,,,7,16.784,16.784,17.911,1,,,,,,4,4,6,1,2,19,4,,1,3,,1,,"9,5",3,,85,35,0,700,11,Hun er død,4,,5,,6,,2,2,56.15339661,10.22549438,-1
R_2ALqLiPTv7PdseC,Default Response Set,Anonymous,,,192.38.33.19,0,9/28/2015 11:14,9/28/2015 11:26,1,1,13.351,100.801,104.815,9,2,2,2,2,2,4,4,5,2,,2,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,51.715,0,,,,,,,,,,,,,,,,,,,,,,,,,1,5,7,1,9,8,7,7,5,5,3,7,1,,,,1,1,,,10,4,2,1,,,,,,8,31.316,34.493,35.504,2,8,7.712,7.712,8.605,1,,,,,,9,7.981,10.816,11.86,3,,,,,,7,5,5,1,2,20,4,,1,2,,1,,"9,4",3,,75,5000,270,270,2,,2,,2,,5,,2,2,56.15339661,10.22549438,-1
R_3DwNUJTc3Z8qESX,Default Response Set,Anonymous,,,192.38.33.15,0,9/28/2015 11:14,9/28/2015 11:26,1,1,18.392,87.702,89.041,8,2,3,1,3,2,4,2,6,2,,1,4,1,,,,,,,,,,,,,,,,,,,,,1,0,0,50.06,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,4,1,8,7,8,6,6,5,5,7,1,1,,,,,,,11,3,1,1,,,,,,11,11.926,11.926,13.515,1,11,18.963,18.963,20.081,1,,,,,,,,,,,8,6.665,10.363,11.679,2,9,2,4,1,2,21,4,,1 år,3,,1,,"11,2",6,,68400 kr.,3000,28000 kr.,31000 kr.,11,Advokatsekretær,2,,4,,2,,1,1,56.15339661,10.22549438,-1
R_3scdyuVS6aOhhnW,Default Response Set,Anonymous,,,192.38.33.11,0,9/28/2015 11:15,9/28/2015 11:26,1,1,12.463,68.528,70.657,10,3,4,1,4,1,4,2,5,1,2,,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,1.942,1.942,28.575,1,,,,,,,,,,,,,,,,,,,,,,,,,1,6,6,1,10,7,8,6,6,6,6,7,1,,,,,,1,,10,3,8,1,10,8.918,8.918,10.809,1,,,,,,8,17.973,17.973,21.257,1,,,,,,4,6.71,9.773,10.763,2,,,,,,3,3,7,1,1,22,4,,2,3,,1,,"11,4",6,,145,300,700,1.200.000,4,,4,,5,,6,,2,2,56.15339661,10.22549438,-1
R_1GwU9FS8uilVBX8,Default Response Set,Anonymous,,,192.38.33.12,0,9/28/2015 11:14,9/28/2015 11:26,1,1,40.04,113.446,118.648,10,1,4,5,1,1,1,4,8,2,,5,6,1,,,,,,,,,,,1,0,0,43.086,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,3,1,9,4,7,5,2,3,4,9,,,,,,,,,,,,,1,,,,,,1,,11,3,9,1,3,8.49,8.49,9.938,1,,,,,,,,,,,2,30.876,32.109,33.625,2,1,6.788,6.788,8.254,1,,,,,,1,3,9,1,1,28,1,,0,3,,1,,"11,2",6,,82000,5000,120000,500000,7,,2,,4,,2,,5,5,56.15339661,10.22549438,-1
R_8w5rytfmyiwDGM1,Default Response Set,Anonymous,,,192.38.33.14,0,9/28/2015 11:14,9/28/2015 11:26,1,1,23.526,78.31,79.858,7,2,3,1,3,2,4,2,4,2,,2,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,41.274,0,,,,,,,,,,,,,,,,,,,,,,,,,1,5,5,1,11,8,8,4,5,5,4,11,1,,,,,,1,,10,5,3,1,7,1.035,16.657,19.001,2,,,,,,10,7.036,7.036,8.624,1,,,,,,7,7.398,7.398,8.627,1,,,,,,9,5,7,1,1,20,4,,1,3,,1,,"9,2",6,,80,8,350,300,4,,11,Efterløn,6,,5,,2,2,56.15339661,10.22549438,-1
R_73XWKNaw6N4vOoh,Default Response Set,Anonymous,,,192.38.33.18,0,9/28/2015 11:10,9/28/2015 11:26,1,1,72.541,137.823,139.317,8,2,5,3,3,1,2,3,6,1,2,,3,1,,,,,,1,0,0,47.74,0,,,,,,,,,,,,,,,,,,,,,1,6,6,1,7,7,9,8,6,8,9,10,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,1,,,,,11,4,4,1,,,,,,4,16.833,16.833,18.869,1,9,11.468,11.468,13.559,1,,,,,,,,,,,3,8.856,8.856,10.127,1,10,3,5,1,2,21,4,,1,3,,1,,"9,5",8,Privatlejet kælderværelse,65000,1000,?,?,2,,4,,3,,5,,2,2,56.15339661,10.22549438,-1
R_w4wJ1RWEtmwVN3r,Default Response Set,Anonymous,,,192.38.33.11,0,9/28/2015 11:15,9/28/2015 11:26,1,1,17.655,81.627,86.229,7,4,5,2,3,2,5,2,4,1,1,,4,1,1,0,0,44.978,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,4,1,9,7,7,6,7,7,6,7,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,11,6,6,1,7,21.308,21.308,22.759,1,,,,,,4,15.656,15.656,17.48,1,,,,,,2,17.449,17.449,18.938,1,,,,,,7,3,6,1,2,32,1,,6,3,,1,,"11,3",8,Boligforening,100000,7000000,0,300000,9,,11,Investor,1,,1,,13,2,56.15339661,10.22549438,-1
R_24zNQOOhPpofwkS,Default Response Set,Anonymous,,,192.38.33.11,0,9/28/2015 11:14,9/28/2015 11:26,1,1,24.044,79.608,81.048,8,4,3,2,4,1,3,2,5,2,,2,4,1,,,,,,,,,,,,,,,,,,,,,1,0,0,62.861,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,7,1,10,7,8,5,6,6,9,8,1,1,,,,,,,11,3,10,1,7,12.954,28.568,30.753,2,,,,,,,,,,,9,11.968,11.968,13.148,1,,,,,,9,15.532,28.487,30.2,2,8,3,9,1,2,21,2,,1,3,,1,,"12,0",6,,-,17,-,-,3,,4,,5,,6,,2,2,56.15339661,10.22549438,-1
R_2yfqrXSRU8rlmag,Default Response Set,Anonymous,,,192.38.33.11,0,9/28/2015 11:14,9/28/2015 11:26,1,1,15.768,64.677,67.118,7,4,4,1,3,1,3,1,12,2,,12,2,1,,,,,,,,,,,,,,,,1,0,0,63.811,0,,,,,,,,,,,,,,,,,,,,,,,1,7,7,1,6,6,6,6,6,6,6,6,,,,,,,,,,,,,1,,,,,1,,,11,6,11,1,3,7.965,7.965,9.969,1,,,,,,,,,,,7,20.081,22.554,24.479,2,3,8.633,8.633,11.258,1,,,,,,3,3,11,1,1,20,4,,1,3,,2,,10.5,1,,72000,18000,,,2,,2,,4,,5,,12,12,56.15339661,10.22549438,-1
R_3h9IkZ1YYyPysEh,Default Response Set,Anonymous,,,192.38.33.16,0,9/28/2015 11:14,9/28/2015 11:26,1,1,13.655,62.014,77.081,9,4,3,1,4,1,4,2,3,1,4,,1,1,,,,,,,,,,,,,,,,1,0,0,41.306,0,,,,,,,,,,,,,,,,,,,,,,,1,7,4,1,8,8,9,8,6,7,5,7,,,,,,,,,,,,,1,,,,,,1,,11,4,10,1,9,10.143,23.309,24.096,5,,,,,,,,,,,7,11.348,17.166,17.966,4,10,5.761,5.761,6.741,1,,,,,,7,3,8,1,2,22,4,,2,3,,1,,"11,8",6,,80000,350000,600000,1000000,3,,4,,5,,6,,10,4,56.15339661,10.22549438,-1
R_1FnXq54wOLnPmWk,Default Response Set,Anonymous,,,192.38.33.15,0,9/28/2015 11:16,9/28/2015 11:26,1,1,21.26,72.705,73.684,7,5,2,1,4,1,4,2,5,2,,1,5,1,,,,,,1,0,0,39.6,0,,,,,,,,,,,,,,,,,,,,,1,4,2,1,6,6,10,5,4,4,2,11,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,1,,,9,6,1,1,,,,,,9,5.907,5.907,7.481,1,8,8.393,12.358,13.245,2,,,,,,4,12.187,19.183,20.182,3,,,,,,8,6,1,1,2,21,4,,2 år,3,,1,,"9,1",8,Med veninde i en lejelejlighed,60000,39,"Har ingen anelse, men de er middelklasse","Har ingen anelse, men de er middelklasse",2,,2,,2,,2,,1,1,56.15339661,10.22549438,-1
R_2qs19Wlw4Th7bil,Default Response Set,Anonymous,,,192.38.33.19,0,9/28/2015 11:15,9/28/2015 11:26,1,1,18.665,79.776,81.122,7,5,4,2,4,3,3,2,3,2,,9,12,1,,,,,,1,0,0,52.861,0,,,,,,,,,,,,,,,,,,,,,1,4,4,1,8,8,8,8,5,8,5,8,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,11,4,4,1,10,7.887,9.205,10.185,2,,,,,,9,8.175,8.175,9.647,1,,,,,,8,25.9,25.9,32.205,1,,,,,,7,4,7,1,2,21,2,,1,3,,1,,11,7,,32,4,350,300,3,,3,,5,,6,,10,9,56.15339661,10.22549438,-1
R_31HI62baWgVUOIf,Default Response Set,Anonymous,,,192.38.33.11,0,9/28/2015 11:15,9/28/2015 11:26,1,1,10.376,95.552,106.443,11,5,1,1,3,1,5,1,1,1,9,,2,1,,,,,,,,,,,,,,,,1,0,0,49.139,0,,,,,,,,,,,,,,,,,,,,,,,1,9,7,1,8,8,8,6,9,9,8,9,,,,,,,,,,,,,1,,,,,,1,,10,4,5,1,,,,,,7,7.02,7.02,9.262,1,8,7.581,7.581,9.711,1,,,,,,,,,,,8,21.069,21.069,24.999,1,7,4,6,1,2,20,4,,1,3,,1,,"11,7",7,,,300,500,300,2,,2,,6,,5,,9,9,56.15339661,10.22549438,-1
R_Wx4XoCWmuptdbup,Default Response Set,Anonymous,,,192.38.33.16,0,9/28/2015 11:14,9/28/2015 11:26,1,1,17.879,78.228,81.54,7,4,4,1,5,1,4,3,3,1,4,,4,1,1,0,0,37.1,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,4,1,10,6,10,6,5,4,3,8,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,11,6,6,1,,,,,,9,9.218,10.705,13.348,2,10,19.638,21.781,22.731,2,,,,,,,,,,,8,33.564,33.564,35.593,1,7,6,6,1,1,22,4,,2,3,,1,,"9,2",8,Med to venner i lejelejlighed,70,35,280,900,4,,4,,6,,6,,4,4,56.15339661,10.22549438,-1
R_2fCAJJj4FDT6mT1,Default Response Set,Anonymous,,,192.38.33.12,0,9/28/2015 11:16,9/28/2015 11:26,1,1,17.063,52.133,53.071,7,4,2,1,3,1,4,2,3,1,2,,3,1,,,,,,,,,,,1,0,0,50.19,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,3,1,7,8,6,3,6,4,4,7,,,,,,,,,,,,,1,,,,,1,,,9,3,4,1,,,,,,8,6.763,6.763,7.907,1,11,9.261,9.261,10.202,1,,,,,,,,,,,3,16.166,17.136,18.768,2,4,4,5,1,2,20,4,,1,3,,1,,"11,9",6,,60,10,ved ikke,ved ikke,2,,4,,5,,6,,2,2,56.15339661,10.22549438,-1
R_3hhxTU1wyuydTNh,Default Response Set,Anonymous,,,192.38.33.16,0,9/28/2015 11:14,9/28/2015 11:26,1,1,13.469,51.142,52.976,7,5,2,1,4,1,2,1,2,1,9,,4,1,,,,,,,,,,,,,,,,1,0,0,51.928,0,,,,,,,,,,,,,,,,,,,,,,,1,8,9,1,11,7,11,10,10,11,8,8,,,,,,,,,,,,,1,,,,,,1,,11,5,8,1,11,8.769,8.769,9.791,1,,,,,,4,27.279,27.279,29.747,1,,,,,,9,19.318,19.318,21.077,1,,,,,,1,5,8,1,1,22,2,,2,3,,2,,7.3,7,,43,4000,,150,,,2,,,,2,,9,9,56.15339661,10.22549438,-1
R_3R7RdOXdmyNJQfv,Default Response Set,Anonymous,,,192.38.33.12,0,9/28/2015 11:14,9/28/2015 11:26,1,1,27.688,80.054,81.565,8,2,5,2,2,1,4,4,6,1,1,,6,1,,,,,,,,,,,1,0,0,65.707,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,4,1,8,6,6,6,8,8,3,6,,,,,,,,,,,,,1,,,,,,1,,11,4,8,1,,,,,,9,10.093,10.093,11.825,1,9,12.804,12.804,13.976,1,,,,,,8,18.849,18.849,20.442,1,,,,,,3,4,9,1,1,28,1,,3,2,,1,,"10,8",6,,125,3.5,300,350,4,,4,,5,,5,,1,1,56.15339661,10.22549438,-1
R_3JkfuDusZNpP1Nw,Default Response Set,Anonymous,,,192.38.33.12,0,9/28/2015 11:15,9/28/2015 11:26,1,1,15.477,52.712,55.143,7,5,2,1,3,1,2,1,2,1,9,,1,1,,,,,,1,0,0,32.729,0,,,,,,,,,,,,,,,,,,,,,1,8,4,1,11,9,9,5,5,6,5,10,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,11,5,3,1,,,,,,6,12.126,12.126,13.55,1,8,20.019,20.019,21.215,1,,,,,,5,15.817,15.817,17.691,1,,,,,,7,4,7,1,2,21,4,,1,3,,1,,11,3,,70000,500,260000,170000,2,,10,,4,,2,,9,9,56.15339661,10.22549438,-1
R_2UX9bJyeV173Ek0,Default Response Set,Anonymous,,,192.38.33.20,0,9/28/2015 11:14,9/28/2015 11:26,1,1,26.524,67.226,69.459,7,3,1,1,5,1,3,1,2,3,,4,2,1,,,,,,,,,,,,,,,,,,,,,1,0,0,64.872,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,4,1,3,2,2,3,3,4,3,4,1,,,,,1,,,11,2,3,1,9,13.27,13.27,18.369,1,,,,,,,,,,,9,16.609,18.434,19.324,2,,,,,,6,6.998,11.817,13.214,4,4,2,4,1,2,21,4,,2,3,,1,,"9,8",6,,90000,25000,250000,400000,2,,2,,5,,6,,9,4,56.15339661,10.22549438,-1
R_RIyksFDmnUGfo09,Default Response Set,Anonymous,,,192.38.33.12,0,9/28/2015 11:14,9/28/2015 11:26,1,1,8.984,59.999,61.561,7,4,2,1,3,1,5,2,4,2,,10,2,1,,,,,,1,0,0,55.65,0,,,,,,,,,,,,,,,,,,,,,1,6,5,1,9,9,9,9,8,8,7,10,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,1,,10,4,6,1,11,9.135,10.469,11.927,2,,,,,,,,,,,10,14.35,17.959,19.028,3,6,15.285,15.285,16.74,1,,,,,,7,4,6,1,1,22,4,,2,2,,1,,"8,7",3,,80,400,400,2,4,,4,,6,,6,,10,10,56.15339661,10.22549438,-1
R_cZrZFbZxVHDNDet,Default Response Set,Anonymous,,,192.38.33.18,0,9/28/2015 11:14,9/28/2015 11:26,1,1,15.428,95.092,96.183,11,1,2,3,1,2,2,3,7,2,,8,7,1,,,,,,,,,,,,,,,,,,,,,1,0,0,42.96,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,5,1,11,9,8,6,4,3,6,8,1,1,,,,1,,,9,4,9,1,,,,,,7,18.851,18.851,20.06,1,,,,,,8,34.802,34.802,37.008,1,,,,,,4,15.886,17.907,19.358,2,9,4,7,1,2,22,4,,3,3,,1,,"9,3",6,,120,40,250,300,3,,6,,4,,2,,8,8,56.15339661,10.22549438,-1
R_2w1e6SXtDMN8uqJ,Default Response Set,Anonymous,,,192.38.33.20,0,9/28/2015 11:15,9/28/2015 11:26,1,1,14.52,84.026,85.648,10,5,1,1,2,1,2,2,2,3,,9,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,44.403,0,,,,,,,,,,,,,,,,,,,,,,,,,1,8,9,1,6,6,5,4,8,4,9,10,1,,,,,1,,,10,6,6,1,,,,,,7,18.616,18.616,21.158,1,9,5.733,5.733,6.952,1,,,,,,8,6.489,6.489,7.679,1,,,,,,9,3,6,1,1,22,4,,2,3,,1,,"9,7",6,,80000,1600,280000,330000,1,,6,,5,,3,,9,9,56.15339661,10.22549438,-1
R_2SAAOIL7S2D0J7N,Default Response Set,Anonymous,,,192.38.33.14,0,9/28/2015 11:15,9/28/2015 11:26,1,1,18.336,73.281,74.518,9,1,3,4,1,3,6,5,9,2,,5,4,1,,,,,,,,,,,,,,,,1,0,0,56.842,0,,,,,,,,,,,,,,,,,,,,,,,1,7,8,1,7,6,9,6,7,8,6,8,,,,,,,,,,,,,1,,,,,,1,,10,3,6,1,,,,,,9,14.197,14.197,17.502,1,10,8.581,8.581,10.476,1,,,,,,8,13.514,13.514,15.387,1,,,,,,9,4,6,1,2,20,4,,0,2,,1,,"9,7",6,,65000,1000,180000,30000,2,,2,,2,,2,,5,5,56.15339661,10.22549438,-1
R_2wmhoDLg4MmEVfp,Default Response Set,Anonymous,,,192.38.33.12,0,9/28/2015 11:14,9/28/2015 11:26,1,1,18.199,78.173,79.552,7,2,4,1,4,2,2,4,8,1,8,,8,1,1,0,0,45.167,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,3,1,7,6,4,6,4,5,3,7,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,11,4,4,1,,,,,,9,15.186,19.774,22.511,3,,,,,,10,18.181,18.181,19.34,1,1,11.384,16.302,19.684,3,,,,,,8,3,3,1,2,21,4,,1,3,,1,,"12,0",3,,100,40,200,480,2,,4,,2,,5,,3,8,56.15339661,10.22549438,-1
R_Qaf5uNtqdUVGVot,Default Response Set,Anonymous,,,192.38.33.16,0,9/28/2015 11:14,9/28/2015 11:26,1,1,13.028,66.27,67.188,7,1,5,5,4,4,3,5,11,1,5,,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,40.889,0,,,,,,,,,,,,,,,,,,,,,,,,,1,9,9,1,9,6,9,6,8,10,9,9,1,,1,,,1,,,11,6,11,1,1,20.686,20.686,22.267,1,,,,,,,,,,,7,7.356,8.073,9.828,2,1,15.451,15.451,17.133,1,,,,,,6,4,4,1,1,22,4,,2,3,,1,,"9,4",6,,180,30,300,500,2,,5,,4,,2,,5,5,56.15339661,10.22549438,-1
R_2ScLB5RmnoYVp7q,Default Response Set,Anonymous,,,192.38.33.12,0,9/28/2015 11:14,9/28/2015 11:26,1,1,6.074,84.122,85.817,13,4,3,1,4,2,3,1,4,3,,1,3,1,,,,,,,,,,,,,,,,,,,,,1,7.538,27.042,49.243,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8,9,1,1,1,6,1,9,9,9,9,1,,,,,1,,,11,4,4,1,9,10.208,10.555,11.472,2,,,,,,,,,,,11,5.849,5.849,9.676,1,6,16.335,16.335,19.1,1,,,,,,6,3,4,1,1,20,4,,1,3,,1,,"12,3",3,,70836,5000,600000,600000,4,,4,,6,,6,,1,1,56.15339661,10.22549438,-1
R_2773ZLprvAbJWV1,Default Response Set,Anonymous,,,192.38.33.16,0,9/28/2015 11:14,9/28/2015 11:26,1,1,8.203,73.715,80.673,11,1,2,4,1,1,2,4,10,1,5,,5,1,1,2.42,2.42,51.093,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,5,1,5,5,6,9,3,6,4,4,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,11,3,11,1,9,11.421,11.421,13.058,1,,,,,,7,16.691,17.245,21.89,2,,,,,,11,20.394,20.394,21.089,1,,,,,,7,3,9,1,1,23,1,,0,3,,1,,"10,5",6,,80,50,250,500,2,,2,,2,,5,,5,5,56.15339661,10.22549438,-1
R_2zphWf6FLj3wNgI,Default Response Set,Anonymous,,,192.38.33.16,0,9/28/2015 11:14,9/28/2015 11:26,1,1,28.583,86.879,88.325,8,4,5,2,4,1,6,4,4,3,,1,1,1,,,,,,,,,,,,,,,,,,,,,1,0,0,38.598,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,9,1,6,6,6,6,6,6,6,6,1,,,,,,1,,11,4,6,1,7,10.113,10.113,11.292,1,,,,,,,,,,,9,10.343,10.343,11.536,1,,,,,,4,18.093,18.093,20.635,1,8,3,7,1,2,21,4,,2,3,,1,,"10,8",6,,60000,6000,350000,375000,11,Lægesekretær,11,Socialrådgiver,5,,5,,1,1,56.15339661,10.22549438,-1
